restaurant_name,rating,main_genre,address_region,address_locality,address_street,closest_station,rating_users,save_users,lunch_budget,dinner_budget,review_lunch_budget,review_dinner_budget,award_medals,award_selections,award_kamiawa,genre,transportation,closed_dates,opening_hrs,reservation_status,payment_methods,no_of_seats,official_website,social_account,opening_date,remarks,branches,tabelog_site,lat,lng,image,name,price_range
ことわりをはかるみせ ばんどう,4.03,日本料理,愛知県,名古屋市千種区,今池4-1-14 フカミビル 1A,今池駅,95,5159,,,"￥30,000～￥39,999","￥30,000～￥39,999",,食べログ 日本料理 EAST 百名店 2023 選出店,,日本料理,"地下鉄  東山線・桜通線「今池」駅2番3番出口より徒歩2分JR名古屋駅よりタクシーで15分ほど
今池駅から235m",,■ 営業時間11時半〜17時〜※ご予約に応じて■ 定休日不定休(お客様専用 非公開予約サイト内にてお知らせ),完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）","8席

                    （カウンターのみ）",,,2017年2月17日,完全紹介制での営業となります。,,https://tabelog.com/aichi/A2301/A230106/23062836/,35.1707254215893,136.93885291856628,https://tblg.k-img.com/restaurant/images/Rvw/274357/640x640_rect_04fd2a4949bb4f1b5ccce26709dd5756.jpg,ことわりをはかるみせ ばんどう,"￥30,000～￥39,999"
Terroir愛と胃袋（テロワール愛と胃袋）,4.03,イノベーティブ,山梨県,北杜市,高根町長澤414,甲斐大泉駅,77,7094,"￥20,000～￥29,999","￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店",,,イノベーティブ、フレンチ、オーベルジュ,"JR中央線「小淵沢駅」「長坂駅」よりタクシーで20分中央自動車道「須玉IC」より自動車で20分
甲斐大泉駅から3,267m",月曜日、火曜日,"水・木・金・土・日
                        


                            11:45 - 14:00
                          

                            17:30 - 21:00
                          




                          月・火
                        


                            定休日",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー可
（交通系電子マネー（Suicaなど）、iD、QUICPay）


QRコード決済可

                    （PayPay、d払い）",16席,https://aitoibukuro.com/,"https://www.facebook.com/aitoibukuro/
 
https://www.instagram.com/aitoibukuro/",2017年4月14日,,,https://tabelog.com/yamanashi/A1902/A190201/19009934/,35.87155703816924,138.4291423872443,https://tblg.k-img.com/restaurant/images/Rvw/195262/640x640_rect_ae67bbc979d8dfa3d3b3699662d6504f.jpg,Terroir愛と胃袋,"￥20,000～￥29,999"
壱（にのまえ）,4.03,日本料理,兵庫県,芦屋市,大桝町3-16,芦屋駅（阪神）,70,3496,"￥20,000～￥29,999","￥20,000～￥29,999","￥40,000～￥49,999","￥40,000～￥49,999",レストランランキングTOP1000,,,日本料理、海鮮,"芦屋駅から徒歩10分
芦屋駅（阪神）から334m",,■ 営業時間12:00～(土日のみランチ営業)18:30～■ 定休日水曜、第2・第4木曜(不定休あり),完全予約制,"カード可

                      （VISA、Master）
                    


電子マネー不可


QRコード決済不可",6席,,https://www.instagram.com/1ninomae1,2022年3月1日,,,https://tabelog.com/hyogo/A2803/A280302/28063007/,34.73046683789913,135.30521587790804,https://tblg.k-img.com/restaurant/images/Rvw/178069/640x640_rect_897fce0fd9b008d34103f485d6c1bcea.jpg,壱,"￥20,000～￥29,999"
きたうら善漁。,4.03,日本料理,宮崎県,延岡市,本町1-3-14,延岡駅,54,3690,,"￥10,000～￥14,999",,"￥10,000～￥14,999",The Tabelog Award 2024 Bronze 受賞店,食べログ 日本料理 WEST 百名店 2023 選出店,,日本料理,"タクシーでお店の名前を言ってわからない場合は「本町の愛甲ウナギの右隣」と言えばわかる。
延岡駅から1,223m",日曜日,"月・火・水・木・金・土
                        


                            18:00 - 22:00
                              L.O. 21:30





                          日
                        


                            定休日
                          





■ 営業時間※要予約",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX）
                    


電子マネー不可


QRコード決済不可",,,https://www.facebook.com/kitaura.zenryomaru/,2008年11月,現金払いは割引あり。,,https://tabelog.com/miyazaki/A4505/A450501/45004060/,32.57984543810647,131.66729435873484,https://tblg.k-img.com/restaurant/images/Rvw/231436/640x640_rect_6ae01d4a627d86ed8dcfe7f0b992a6dc.jpg,きたうら善漁。,"￥10,000～￥14,999"
Une Fleur（ユンヌフルール）,4.03,フレンチ,岐阜県,高山市,荘川町野々俣1238-136,,30,1002,"￥10,000～￥14,999","￥10,000～￥14,999","￥15,000～￥19,999",,レストランランキングTOP1000,,,フレンチ,ひるがの高速スマートIC(ETC専用）4分,,"12:00 - 15:00
                          

                            17:00 - 22:00
                              L.O. 19:00






■ 定休日不定休",完全予約制,"カード不可


電子マネー不可","12席

                    （1人〜12人）",https://une-fleur.com/,"https://www.facebook.com/unefleur2019
 
https://www.instagram.com/hitomi2160/",2015年12月1日,翠峯苑内レストラン,,https://tabelog.com/gifu/A2102/A210205/21019987/,36.004029837609735,136.93641948962878,https://tblg.k-img.com/restaurant/images/Rvw/269454/640x640_rect_30b5f3f6224ac65360fdd4d1239a2555.jpg,Une Fleur,"￥10,000～￥14,999"
cepages（cépages/セパージュ）,4.03,フレンチ,群馬県,前橋市,千代田町5-9-1 まえばしガレリア 1F,中央前橋駅,25,2080,"￥30,000～￥39,999","￥30,000～￥39,999",,"￥30,000～￥39,999",レストランランキングTOP1000,,,フレンチ,"JR前橋駅より徒歩15分JR高崎駅よりタクシー30分中央前橋駅から260m
中央前橋駅から245m",火曜日、水曜日,"月・木・金・土
                        


                            18:00 - 20:30
                          

                            21:00 - 00:00
                          




                          日
                        


                            18:00 - 20:30
                          




                          火・水
                        


                            定休日
                          





■ 営業時間18:00〜20:30 おまかせコース21:00〜0:00   バータイム（アラカルト）■定休日　火曜日　水曜日 ※他不定休あり　日曜日のバータイム【冬季休業のご案内】2024/12/30(月）〜2025/1/5(日）までお休みさせて頂きます。※1/7(火)、1/8(水)は営業させて頂きます。よろしくお願いいたします。",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","16席

                    （カウンター6席　テーブル16席）",,https://www.instagram.com/cepages_restaurant/,2023年6月1日,,,https://tabelog.com/gunma/A1001/A100101/10024050/,36.39158463804387,139.0724980920461,https://tblg.k-img.com/restaurant/images/Rvw/216044/640x640_rect_90f315791f23816a54c68bf7cd1efac2.jpg,cepages,"￥30,000～￥39,999"
鰻 むさし乃,4.02,うなぎ,埼玉県,さいたま市浦和区,東高砂町8-3 1F,浦和駅,661,41320,"￥5,000～￥5,999","￥5,000～￥5,999","￥5,000～￥5,999","￥5,000～￥5,999","The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店","食べログ うなぎ 百名店 2024 選出店, 食べログ うなぎ 百名店 2022 選出店, 食べログ うなぎ 百名店 2019 選出店, 食べログ うなぎ 百名店 2018 選出店",,うなぎ,"JR浦和駅東口より、徒歩約4分
浦和駅から288m",月曜日,"火・水・木・金・土・日
                        


                            11:00 - 13:00
                          




                          月
                        


                            定休日
                          





■ 営業時間鰻が売り切れ次第終了■ 定休日第2火曜日


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可","18席

                    （カウンター6席、テーブル12席(2人卓×6)）",http://unagimusashino.com,https://www.instagram.com/unagi_musashino,1952年,,,https://tabelog.com/saitama/A1101/A110102/11003959/,35.85728263857034,139.66009488623726,https://tblg.k-img.com/restaurant/images/Rvw/141874/640x640_rect_141874588.jpg,鰻 むさし乃,"￥5,000～￥5,999"
吾一,4.02,焼き鳥,大阪府,大阪市西区,江戸堀1-19-12 1F,肥後橋駅,485,42555,"￥10,000～￥14,999","￥10,000～￥14,999","￥10,000～￥14,999","￥10,000～￥14,999",,"食べログ 焼き鳥 WEST 百名店 2024 選出店, 食べログ 焼き鳥 WEST 百名店 2023 選出店, 食べログ 焼鳥 百名店 2022 選出店, 食べログ 焼鳥 百名店 2021 選出店",,焼き鳥,"地下鉄肥後橋駅徒歩3分
肥後橋駅から279m",,,予約可,"カード不可


電子マネー不可


QRコード決済不可",16席,,https://www.instagram.com/51chikichiki/?hl=ja,2019年7月1日,,,https://tabelog.com/osaka/A2701/A270102/27112024/,34.68899303798587,135.49483647735616,https://tblg.k-img.com/restaurant/images/Rvw/167189/640x640_rect_ccf26f702f0baffe5b1b89b71fbc8abf.jpg,吾一,"￥10,000～￥14,999"
きざ㐂,4.02,寿司,東京都,港区,赤坂3-21-10 赤坂清明会館ビル5C,赤坂見附駅,415,20175,"￥20,000～￥29,999","￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999",,"食べログ 寿司 TOKYO 百名店 2022 選出店, 食べログ 寿司 TOKYO 百名店 2021 選出店",,寿司,"赤阪見附駅より徒歩3分
赤坂見附駅から123m",月曜日,"火・水・木・金・土
                        


                            12:00 - 14:00
                          

                            18:00 - 23:00
                          




                          日
                        


                            12:00 - 14:00
                          




                          月
                        


                            定休日",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",8席,,,2018年5月1日,,,https://tabelog.com/tokyo/A1308/A130801/13221218/,35.67639123870938,139.73590898435694,https://tblg.k-img.com/restaurant/images/Rvw/238504/640x640_rect_66bb8289c13318728622ffc90dc0e44b.jpg,きざ㐂,"￥20,000～￥29,999"
cenci（チェンチ）,4.02,イタリアン,京都府,京都市左京区,聖護院円頓美町44-7,神宮丸太町駅,376,39426,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店","食べログ イタリアン WEST 百名店 2023 選出店, 食べログ イタリアン WEST 百名店 2021 選出店",,イタリアン、イノベーティブ,"京阪神宮丸太町駅より 徒歩12分地下鉄東西線 東山駅より 徒歩15分
神宮丸太町駅から734m",月曜日、火曜日,"水・木・金・土・日・祝日・祝前日・祝後日
                        


                            12:00 - 15:00
                              L.O. 料理12:00


                            18:00 - 21:30
                              L.O. 料理18:30





                          月・火
                        


                            定休日
                          





■ 定休日不定で日曜日",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","26席

                    （カウンター４席、テーブル２×６テーブル、４×１テーブル、個室）",https://cenci-kyoto.com/,"https://www.facebook.com/kyoto.cenci/
 
https://www.instagram.com/cenci.kyoto/",2014年12月5日,予約は2ヶ月先の同日まで可能とのことです。(2014.12現在),,https://tabelog.com/kyoto/A2601/A260302/26024914/,35.017063137868355,135.78017628046996,https://tblg.k-img.com/restaurant/images/Rvw/123550/320x320_rect_123550817.jpg,cenci,"￥20,000～￥29,999"
柳家錦（ヤナギヤニシキ）,4.02,郷土料理,愛知県,名古屋市中区,錦3-12-30 第2ワシントンアネックスビル 1F,栄駅（名古屋）,361,22032,"￥15,000～￥19,999","￥15,000～￥19,999","￥15,000～￥19,999","￥15,000～￥19,999","The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, レストランランキングTOP1000",食べログ 日本料理 EAST 百名店 2021 選出店,,郷土料理、日本料理,"地下鉄栄駅、伏見駅から徒歩１０分
栄駅（名古屋）から433m",,"月・火・水・木・金・土
                        


                            18:00 - 22:30
                          




                          日・祝日
                        


                            12:00 - 14:30
                          





■ 営業時間GWや盆正月営業時18：00〜21：30（ただし不定休）（ランチ営業は事前完全予約制で、2名～予約があれば営業しています。）12：00〜14：30※コース料理のため原則12：00スタート※御予約は2名～対応しております　ご了承下さいませ■ 定休日不定休",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可","28席

                    （※貸切は20~30名となります）",,,2016年6月2日,※【予約専用電話番号080-1589-7070】※ビルの奥にあるので携帯電話の電波は弱いのでご注意下さいませ※御予約は2名～より承っております　ご了承下さいませ,,https://tabelog.com/aichi/A2301/A230103/23060455/,35.17094450236314,136.90347168022095,https://tblg.k-img.com/restaurant/images/Rvw/278096/640x640_rect_4c5bcf8da0389c29ef623e89b044b906.jpg,柳家錦,"￥15,000～￥19,999"
もちづき,4.02,日本料理,愛知県,名古屋市中村区,名楽町1-35,中村日赤駅,172,11679,,"￥10,000～￥14,999",,"￥15,000～￥19,999",,"食べログ 日本料理 EAST 百名店 2023 選出店, 食べログ 日本料理 EAST 百名店 2021 選出店",,日本料理,"桜通線中村区役所1番出口徒歩7分
中村日赤駅から604m",月曜日,"火・水・木・金・土・日
                        


                            18:00 - 22:00
                              L.O. 21:00





                          月
                        


                            定休日
                          





■ 定休日不定休有り",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可","18席

                    （カウンター8席　座敷１部屋）",http://www.aji-mochi.com/,,,,,https://tabelog.com/aichi/A2301/A230113/23000794/,35.1684379381181,136.86628718123765,https://tblg.k-img.com/restaurant/images/Rvw/278033/640x640_rect_90fc08bdc03b869ac536ce86d2cf5757.jpg,もちづき,"￥10,000～￥14,999"
おにく 花柳,4.02,牛料理,東京都,中央区,銀座1-14-6 VORT銀座 briller 7F,銀座一丁目駅,170,10153,,"￥30,000～￥39,999",,"￥30,000～￥39,999",レストランランキングTOP1000,,,牛料理,"銀座一丁目駅　徒歩2分宝町駅　徒歩3分東銀座駅　徒歩5分銀座駅　徒歩6分
銀座一丁目駅から268m",日曜日、祝日,"月・火・水・木・金・土
                        


                            17:00 - 23:30
                          




                          日・祝日
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済可

                    （d払い）","20席

                    （カウンター8席、個室12席）",http://www.karyu-tokyo.com/,,,令和4年11月14日(月)より営業,,https://tabelog.com/tokyo/A1301/A130101/13278579/,35.67304947463491,139.7697746828908,https://tblg.k-img.com/restaurant/images/Rvw/278036/640x640_rect_8ea4ac78fa4b86873f9d63ce1fc80cbc.jpg,おにく 花柳,"￥30,000～￥39,999"
麻布 幸村（ゆきむら）,4.02,日本料理,東京都,港区,麻布十番1-5-5 湯建麻布十番ビル 3F,麻布十番駅,165,26907,,,,"￥60,000～￥79,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Bronze 受賞店, The Tabelog Award 2018 Bronze 受賞店, The Tabelog Award 2017 Silver 受賞店","食べログ 日本料理 TOKYO 百名店 2023 選出店, 食べログ 日本料理 TOKYO 百名店 2021 選出店",,日本料理,麻布十番駅から294m,,"17:30 - 20:00
                          





■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

                      （JCB、AMEX、Diners）
                    


電子マネー不可",15席,,,,ストリートビュー　http://hokkaido-sv.com/shop/yukimura,,https://tabelog.com/tokyo/A1307/A130702/13005316/,35.65733190127004,139.7329392990647,https://tblg.k-img.com/restaurant/images/Rvw/122345/640x640_rect_122345974.jpg,麻布 幸村,"￥60,000～￥79,999"
anchoa（アンチョア）,4.02,スペイン料理,神奈川県,鎌倉市,御成町2-14-3 御成ヴィレッジ A棟 1F,鎌倉駅,162,15107,"￥15,000～￥19,999","￥15,000～￥19,999","￥20,000～￥29,999","￥20,000～￥29,999",,食べログ スペイン料理 百名店 2024 選出店,,スペイン料理、海鮮、ヨーロッパ料理,"鎌倉駅西口(江ノ電側)徒歩3分
鎌倉駅から145m",月曜日,"火
                        


                            18:00 - 22:00
                              L.O. 料理19:30





                          水・木・金
                        


                            12:00 - 15:00
                              L.O. 料理12:00


                            18:00 - 22:00
                              L.O. 料理19:30





                          土・日・祝日
                        


                            12:00 - 15:00
                              L.O. 料理12:00


                            17:30 - 21:30
                              L.O. 料理19:00





                          月
                        


                            定休日
                          





※休み明けのランチ営業はお休みさせていただきます。ランチ営業は12:15一斉スタートのみとなっております。■ 定休日月曜日+ 不定休",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","15席

                    （カウンター3席、4名様まで座れるテーブル×3）",,"https://www.facebook.com/anchoa.kamakura/
 
https://www.instagram.com/anchoa.kamakura/",2021年8月18日,ネット予約をご利用お願いいたします。(当日予約とお子様連れのご予約はお電話にてお問い合わせください。),,https://tabelog.com/kanagawa/A1404/A140402/14083796/,35.31760333887806,139.55006218086314,https://tblg.k-img.com/restaurant/images/Rvw/166573/640x640_rect_f4fba8d7552c8de3fda4a8a156e7a35f.jpg,anchoa,"￥15,000～￥19,999"
TOMONO（トモノー）,4.02,中華料理,大阪府,大阪市北区,曽根崎新地1-10-2 KITASHINCHI PLACE 9F,北新地駅,136,8573,,"￥20,000～￥29,999","￥30,000～￥39,999","￥30,000～￥39,999",,"食べログ 中国料理 WEST 百名店 2024 選出店, 食べログ 中国料理 WEST 百名店 2023 選出店",,中華料理,"地下鉄御堂筋線　梅田駅より徒歩3分JR大阪環状線　大阪駅より徒歩5分
北新地駅から138m",,■ 営業時間18:00～（一斉スタート）20：45～（一斉スタート）■定休日日曜日,予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","9席

                    （カウンター9席）",https://ryo-tomono.com/,https://www.instagram.com/kitashinchi_tomono/,2021年2月1日,,,https://tabelog.com/osaka/A2701/A270101/27121125/,34.69802997867946,135.49791157457844,https://tblg.k-img.com/restaurant/images/Rvw/145928/640x640_rect_145928884.jpg,TOMONO,"￥20,000～￥29,999"
こにし家,4.02,日本料理,兵庫県,三田市,三輪1-13-28,三田駅,98,9635,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Bronze 受賞店","食べログ 日本料理 WEST 百名店 2023 選出店, 食べログ 日本料理 WEST 百名店 2021 選出店",,日本料理,"JR三田駅から徒歩７分、車
三田駅から347m",月曜日,"火・水・木・金・土・日
                        


                            17:30 - 22:30
                              L.O. 20:00





                          月
                        


                            定休日
                          





■ 営業時間L.O.20:00ごろお昼は応相談で営業いたします。変更となる場合がございます。■ 定休日月曜日　(祝日は営業する場合がございます)",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済可

                    （PayPay）","10席

                    （カウンター）",https://www.konishiya.net/,"https://www.facebook.com/こにし家-174380646034766/
 
https://www.instagram.com/konishiya.sanda/",1973年6月26日,夜のみ営業ですが、お昼はご相談で営業させていただいております。,,https://tabelog.com/hyogo/A2807/A280703/28015514/,34.8919383377725,135.229659879592,https://tblg.k-img.com/restaurant/images/Rvw/98296/320x320_rect_98296310.jpg,こにし家,"￥20,000～￥29,999"
一本木石橋,4.02,日本料理,福岡県,福岡市中央区,平尾1-9-13,西鉄平尾駅,98,6251,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999",レストランランキングTOP1000,,,日本料理,西鉄平尾駅から427m,,"12:00 - 15:00
                              L.O. 14:00


                            17:30 - 22:00
                              L.O. 20:00






■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","6席

                    （カウンター6席）",,https://www.instagram.com/ippongiishibashi/,2018年9月8日,,,https://tabelog.com/fukuoka/A4001/A400104/40049664/,33.576114437070935,130.40254566968463,https://tblg.k-img.com/restaurant/images/Rvw/262573/640x640_rect_dc6038ae28c90ec198eabf3bf0b0e4e9.jpg,一本木石橋,"￥20,000～￥29,999"
みえ田（みえだ）,4.02,日本料理,北海道,札幌市中央区,南五条西3丁目 第23桂和ビル 4F,すすきの駅（市営）,93,10885,,"￥30,000～￥39,999",,"￥40,000～￥49,999",,"食べログ 日本料理 EAST 百名店 2023 選出店, 食べログ 日本料理 EAST 百名店 2021 選出店",,日本料理、ふぐ,"地下鉄ススキノ駅3番出口より、南に50m程度徒歩1分
すすきの駅（市営）から83m",日曜日、祝日,"月・火・水・木・金・土
                        


                            18:00 - 23:00
                              L.O. 21:30





                          日・祝日
                        


                            定休日
                          





■ 営業時間新型コロナウィルスによる緊急事態宣言、または蔓延防止策等に従って営業時間が変動いたします。その都度お問い合わせの際、お尋ねください。■ 定休日連休の場合は営業となり不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",完全予約制,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンターのみ）",,https://www.instagram.com/mieda_sapporo,2006年,,,https://tabelog.com/hokkaido/A0101/A010103/1007034/,43.0548290345384,141.35376385775191,https://tblg.k-img.com/restaurant/images/Rvw/136970/640x640_rect_136970577.jpg,みえ田,"￥30,000～￥39,999"
飛騨季節料理 肴,4.02,郷土料理,岐阜県,高山市,越後町1126-1,高山駅,85,5005,"￥15,000～￥19,999","￥15,000～￥19,999","￥20,000～￥29,999","￥20,000～￥29,999",The Tabelog Award 2024 Bronze 受賞店,食べログ 日本料理 EAST 百名店 2021 選出店,,郷土料理、日本料理、ステーキ,"・JR高山駅より車で８分・ホテルアソシアリゾートより徒歩３分・中部縦貫自動車　高山IC　より　車で10分
高山駅から2,167m",,"12:00 - 15:00
                          

                            17:30 - 21:30
                          





■ 定休日昼・夜ご予約制　不定休",完全予約制,"カード可

                      （VISA、Master）
                    


電子マネー可


QRコード決済可

                    （PayPay、au PAY）","30席

                    （カウンター席8席・純和風堀こたつ式個室テーブル席8席・二階個室テーブル５席・離れ個室８ 席程度）",http://www.takayama-sakana.com/,,2011年4月17日,,,https://tabelog.com/gifu/A2104/A210401/21010387/,36.122216037633,137.2451704906061,https://tblg.k-img.com/restaurant/images/Rvw/18050/640x640_rect_18050490.jpg,飛騨季節料理 肴,"￥15,000～￥19,999"
レストラン スノゥ（Restaurant SNOW）,4.02,イノベーティブ,福岡県,福岡市中央区,高砂1-16-17 エスペランサ天神南 1F,渡辺通駅,83,6244,"￥10,000～￥14,999","￥10,000～￥14,999","￥20,000～￥29,999","￥20,000～￥29,999",レストランランキングTOP1000,,,イノベーティブ、フレンチ,"福岡市地下鉄七隈線、薬院駅・渡辺通駅から徒歩約5分
渡辺通駅から588m",火曜日、水曜日,"月・木・金・土・日
                        


                            12:00 - 14:00
                          

                            18:00 - 23:00
                          




                          火・水
                        


                            定休日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー可


QRコード決済不可","14席

                    （カウンター5席、半カウンター3席、テーブル6席）",https://restaurant-snow.com/,"https://www.facebook.com/Restaurant-SNOW-%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3-%E3%82%B9%E3%83%8E%E3%82%A5-101169994966992/
 
https://www.instagram.com/restaurant_snow_fukuoka/",2020年7月11日,ご予約はこちらからhttps://res-reserve.com/restaurants/snow-fukuoka,,https://tabelog.com/fukuoka/A4001/A400104/40054526/,33.57916843707035,130.40681986971245,https://tblg.k-img.com/restaurant/images/Rvw/278101/640x640_rect_38c0a524a0c0d90b180b6a6f88ee71c7.jpg,レストラン スノゥ,"￥10,000～￥14,999"
割烹 室井（むろい）,4.02,日本料理,東京都,港区,西麻布2-16-4 第二吉山ビル 1F,乃木坂駅,81,3668,,"￥50,000～￥59,999",,"￥40,000～￥49,999",レストランランキングTOP1000,,,日本料理,"乃木坂駅から徒歩10分
乃木坂駅から742m",日曜日,"月・火・水・木・金・土・祝日・祝前日・祝後日
                        


                            18:00 - 22:00
                          




                          日
                        


                            定休日
                          





■ 定休日日曜日、祝日の月曜日",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可","8席

                    （カウンター席）",,https://www.instagram.com/https://www.instagram.com/gomuroi/?hl=ja,2023年6月28日,電話番号03-6805-1994,,https://tabelog.com/tokyo/A1307/A130701/13286652/,35.66169955500908,139.72077788575186,https://tblg.k-img.com/restaurant/images/Rvw/278035/640x640_rect_aa2d430351cf22f025587fa97d9fe9b9.jpg,割烹 室井,"￥50,000～￥59,999"
middle（ミドル）,4.02,フレンチ,京都府,京都市左京区,下鴨上川原町5-3,北大路駅,34,3535,"￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999","￥20,000～￥29,999",レストランランキングTOP1000,,,フレンチ,"●電車、バスでお越しの場合JR「京都駅」、近鉄「京都駅」、阪急「烏丸駅」から京都市営地下鉄「北大路駅」下車3番出口を東へ徒歩約6分京阪「出町柳駅」から市バス1系統又は京都バス「静原」「市原」行きバス停「植物園前」下車徒歩約1分●自動車でお越しの場合名神高速道路京都南IC又は京都東ICから京都市内北山方面へ約30分
北大路駅から462m",,■ 営業時間御入店時間12:00/17:00～18:30■ 定休日不定休,完全予約制,"カード可


電子マネー不可


QRコード決済不可",10席,https://middle.co.jp/,,2021年10月20日,,,https://tabelog.com/kyoto/A2601/A260503/26037720/,35.044074637845874,135.76345448075455,https://tblg.k-img.com/restaurant/images/Rvw/226982/640x640_rect_cf72c3305011153d44af089871bd0e28.jpg,middle,"￥20,000～￥29,999"
SATOブリアン にごう,4.01,焼肉,東京都,杉並区,阿佐ヶ谷南2-17-2,阿佐ケ谷駅,939,70964,,"￥15,000～￥19,999","￥15,000～￥19,999","￥15,000～￥19,999","The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店, The Tabelog Award 2022 Bronze 受賞店, The Tabelog Award 2021 Bronze 受賞店, The Tabelog Award 2020 Bronze 受賞店, The Tabelog Award 2019 Silver 受賞店, The Tabelog Award 2018 Silver 受賞店, The Tabelog Award 2017 Silver 受賞店","食べログ 焼肉 TOKYO 百名店 2024 選出店, 食べログ 焼肉 TOKYO 百名店 2023 選出店, 食べログ 焼肉 TOKYO 百名店 2021 選出店, 食べログ 焼肉 TOKYO 百名店 2020 選出店, 食べログ 焼肉 百名店 2019 選出店, 食べログ 焼肉 百名店 2018 選出店",,焼肉,"阿佐ヶ谷駅すぐ
阿佐ケ谷駅から178m",月曜日,"火・水・木・金・土・日・祝日・祝前日・祝後日
                        


                            15:00 - 22:00
                          




                          月
                        


                            定休日
                          





■ 定休日3月のお休み⇨4、11、12、13、17、18、25、",予約可,"カード可

                      （VISA、Master、JCB、AMEX、Diners）
                    


電子マネー不可


QRコード決済不可",30席,https://satobriand.yoyaku.at,,2013年6月10日,⚠にごう店問い合わせ番号☎03-6915-1739◆◆◆系列店舗ページ一覧◆◆◆SATOブリアン　本店https://tabelog.com/tokyo/A1319/A131905/13127046/サトブリ　DAhttps://tabelog.com/tokyo/A1319/A131905/13216529/SATOブリアン　さんごうhttps://tabelog.com/tokyo/A1319/A131905/13223460/SATOブリアン　昼ブリhttps://tabelog.com/tokyo/A1319/A131905/13220552/,,https://tabelog.com/tokyo/A1319/A131905/13159782/,35.704816338660024,139.6376748847129,https://tblg.k-img.com/restaurant/images/Rvw/73024/320x320_rect_73024577.jpg,SATOブリアン にごう,"￥15,000～￥19,999"
