tabelog_site,restaurant_name,rating,rating_users,save_users,main_genre,address_region,address_locality,address_street,closest_station,lunch_budget,dinner_budget,review_lunch_budget,review_dinner_budget,award_medals,award_selections,award_kamiawa,genre,transportation,closed_dates,opening_hrs,reservation_status,payment_methods,no_of_seats,official_website,social_account,opening_date,remarks,branches,lat,lng,image,name,price_range,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,prev_rating,prev_rating_users,prev_save_users
https://tabelog.com/nagano/A2003/A200301/20020129/,Grill ＆ Dining G（グリル アンド ダイニング ジー）,3.3,62,1479,ダイニングバー,長野県,北佐久郡軽井沢町,長倉4339 軽井沢マリオットホテルロビーフロア,信濃追分駅,"￥3,000～￥3,999","￥5,000～￥5,999","￥4,000～￥4,999","￥8,000～￥9,999",,,,ダイニングバー、ステーキ、洋食,"【車をご利用の場合】　■東京方面より　　関越自動車道・藤岡JCT.経由、上信越自動車道・碓氷軽井沢ICより約15km(約20分)　■名古屋方面より 　　長野自動車道・更埴JCT経由、上信越自動車道・小諸ICより約18km(約30分)【電車をご利用の場合】北陸新幹線・軽井沢駅下車、タクシー約15分。または、しなの鉄道・中軽井沢駅下車、タクシー約5分。
信濃追分駅から1,638m",,"06:30 - 23:00






■ 定休日不定休",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）","156席

（（ダイニングエリア96席、ラウンジエリア48席、個室12席））",http://www.karuizawa-marriott.com/restaurant/,,2016年7月29日,,,36.33953985,138.5774041,https://tblg.k-img.com/restaurant/images/Rvw/124994/640x640_rect_124994892.jpg,Grill ＆ Dining G,"￥5,000～￥5,999",,,,,,,,,,,,,,,,,,,,,,,,,3.3,62,1479
https://tabelog.com/ishikawa/A1701/A170101/17013219/,金沢肉食堂 百番街店,3.49,149,3317,ステーキ,石川県,金沢市,木ノ新保町1-1 金沢百番街 あんと 1F,金沢駅,"￥1,000～￥1,999","￥1,000～￥1,999","￥1,000～￥1,999","￥2,000～￥2,999",,,,ステーキ,"金沢駅百番街内
金沢駅から79m",,"11:00 - 21:00




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード可


電子マネー可


QRコード決済可

（PayPay）",16席,http://www.tentoten.co.jp/kanazawanikusyokudo_100bangai.html,https://www.instagram.com/100_nikusyokudo/,,,,36.57765861,136.6472144,https://tblg.k-img.com/restaurant/images/Rvw/330994/640x640_rect_2bc7abe9d7e6cffd5ac54a0ce898e945.jpg,金沢肉食堂 百番街店,"￥1,000～￥1,999",,,,,,,,,,,,,,,,,,,,,,,,,3.49,149,3317
https://tabelog.com/ishikawa/A1701/A170101/17010158/,三幸 犀川店（みゆき）,3.39,45,2128,居酒屋,石川県,金沢市,片町1-9-8 ベルガモビル 102,野町駅,"￥2,000～￥2,999","￥3,000～￥3,999",,"￥3,000～￥3,999",,,,居酒屋、おでん,"北陸鉄道バス 片町バス停下車
野町駅から785m",日曜日、祝日,"月・火・水・木・金・土・祝前日・祝後日



18:00 - 22:00
L.O. 21:30





日・祝日



定休日",予約可,"カード不可


電子マネー不可


QRコード決済不可","25席

（カウンター5席、小上がり4人卓×5）",,,,"地元食材を使用した金沢おでんを全国へお届け⁉️ご家庭でも本場の味をお楽しみいただけます。ご注文は２人前税込3,240円➕送料で承っております。お気軽にお問い合わせ下さい。",,36.55801063,136.6515299,https://tblg.k-img.com/restaurant/images/Rvw/317050/640x640_rect_dd7a7b42860ca4a5b39d2962d07c52ea.jpg,三幸 犀川店,"￥3,000～￥3,999",,,,,,,,,,,,,,,,,,,,,,,,,3.39,45,2128
https://tabelog.com/ishikawa/A1701/A170101/17012789/,PiSO by respiracion（ピソ バイ レスピラシオン）,3.55,81,3061,ケーキ,石川県,金沢市,木ノ新保町1-1 金沢百番街 あんと,金沢駅,,,"￥2,000～￥2,999",,,,,ケーキ,"金沢駅～2分
金沢駅から34m",,"08:30 - 20:00






■ 営業時間売り切れ次第終了■ 定休日金沢百番街に準ずる


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

（VISA、JCB）



電子マネー可
（交通系電子マネー（Suicaなど））


QRコード決済可

（PayPay）",,https://piso-hife.stores.jp/,https://www.instagram.com/piso_respiracion,2021年3月19日,,,36.57804653,136.6474457,https://tblg.k-img.com/restaurant/images/Rvw/200394/640x640_rect_a1edeb838505b90d304aa10541e614d8.jpg,PiSO by respiracion,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.55,81,3061
https://tabelog.com/ishikawa/A1701/A170101/17009514/,天ぷら 小泉,4.11,117,8948,天ぷら,石川県,金沢市,池田町4-34,野町駅,"￥10,000～￥14,999","￥15,000～￥19,999","￥15,000～￥19,999","￥30,000～￥39,999",The Tabelog Award 2026 Bronze 受賞店,"食べログ 天ぷら 百名店 2025 選出店, 食べログ 天ぷら 百名店 2023 選出店, 食べログ 天ぷら 百名店 2022 選出店",,天ぷら,"市バス「片町」バス停下車徒歩２分
野町駅から864m",,■ 営業時間12:00～（予約制）18:00～20:00ラストイン（予約制）■ 定休日不定休,完全予約制,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済不可","9席

（カウンター席のみ）",https://tempura-koizumi.jp,,,,,36.55776974,136.652768,https://tblg.k-img.com/restaurant/images/Rvw/334522/640x640_rect_5a993e25b250964aa016a987d60443ad.jpg,天ぷら 小泉,"￥15,000～￥19,999",,,,,,,,,,,,,,,,,,,,,,,,,4.11,117,8948
https://tabelog.com/ishikawa/A1701/A170101/17009914/,Installation Table ENSO L'asymetrie du calme（インスタレーションターブル エンソ ラシンメトリー ドゥ カルム）,4.15,205,13623,フレンチ,石川県,金沢市,池田町4番丁33,野町駅,"￥20,000～￥29,999","￥20,000～￥29,999","￥15,000～￥19,999","￥40,000～￥49,999","The Tabelog Award 2026 Bronze 受賞店, The Tabelog Award 2025 Bronze 受賞店, The Tabelog Award 2024 Bronze 受賞店, The Tabelog Award 2023 Bronze 受賞店","食べログ フレンチ WEST 百名店 2025 選出店, 食べログ フレンチ WEST 百名店 2023 選出店, 食べログ フレンチ WEST 百名店 2021 選出店",,フレンチ、イノベーティブ,"金沢駅からバス１０分片町下車、徒歩３分
野町駅から855m",月曜日,"火



11:30 - 12:00


18:00 - 19:00





水・木・金・土・日



11:30 - 12:30


18:00 - 19:30





月



定休日






■ 定休日不定休",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済不可","14席

（テーブル１４席）",,https://www.instagram.com/enso_lasymetrie_du_calme/,2016年1月13日,系列店情報Pantarhei（パンタレイ）https://tabelog.com/ishikawa/A1701/A170101/17014288/12月より新たな店舗として鉄板焼きを楽しめるお店をOPENしておりますので、ぜひ1度ご来店ください。,,36.55775338,136.6526682,https://tblg.k-img.com/restaurant/images/Rvw/170504/640x640_rect_96de54d12d0c8c2ad11e74761e6023b4.jpg,Installation Table ENSO L'asymetrie du calme,"￥20,000～￥29,999",,,,,,,,,,,,,,,,,,,,,,,,,4.15,205,13623
https://tabelog.com/kanagawa/A1401/A140103/14027696/,大戸屋 みなとみらいビジネススクエア店,3.07,56,444,食堂,神奈川県,横浜市西区,みなとみらい3-6,みなとみらい駅,,,"￥1,000～￥1,999","￥1,000～￥1,999",,,,食堂,みなとみらい駅から129m,,"10:00 - 23:00
L.O. 22:30




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

（JCB、AMEX）



電子マネー可


QRコード決済可",60席,http://www.ootoya.com/,,,,tabelog.com/grouplst/G00110/,35.45919551,139.6324468,https://tblg.k-img.com/restaurant/images/Rvw/318061/640x640_rect_c1099b90028003be85ff1b34f153bec0.jpg,大戸屋 みなとみらいビジネススクエア店,"￥1,000～￥1,999",,,,,,,,,,,,,,,,,,,,,,,,,3.07,56,444
https://tabelog.com/aichi/A2304/A230402/23069498/,エボリューション（Evolution）,3.34,53,713,ヨーロッパ料理,愛知県,常滑市,セントレア4-10-5 フォーポイントバイシェラトン 名古屋 中部国際空港 2F,中部国際空港駅,"￥2,000～￥2,999","￥4,000～￥4,999","￥3,000～￥3,999","￥4,000～￥4,999",,,,ヨーロッパ料理、ビュッフェ、ダイニングバー,"セントレア中部国際空港・名鉄 中部国際空港駅から徒歩6分、セントレア東ICから車で2分
中部国際空港駅から352m",,"月・火・水・木



06:00 - 10:00
L.O. 09:30


17:00 - 22:00
L.O. 21:30





金・土・日



06:00 - 10:00
L.O. 09:30


11:30 - 14:00
L.O. 13:30


17:00 - 22:00
L.O. 21:30






■ 営業時間※平日ランチ営業は一時クローズ■定休日なし",予約可,"カード可


電子マネー不可


QRコード決済不可",140席,https://www.marriott.co.jp/hotels/hotel-information/restaurant/ngofp-four-points-nagoya-chubu-international-airport/,"https://www.facebook.com/fourpointsnagoyachubuairport

https://www.instagram.com/four_points_nagoya",2018年11月1日,,,34.86155112,136.8190588,https://tblg.k-img.com/restaurant/images/Rvw/101105/640x640_rect_101105623.jpg,エボリューション,"￥4,000～￥4,999",,,,,,,,,,,,,,,,,,,,,,,,,3.34,53,713
https://tabelog.com/gifu/A2104/A210401/21000088/,御食事処 坂口屋（さかぐちや）,3.47,280,6334,牛料理,岐阜県,高山市,上三之町90,高山駅,"￥1,000～￥1,999",,"￥2,000～￥2,999",,,,,牛料理、そば、ステーキ,"ＪＲ高山駅から徒歩１５分古い町並通り沿い
高山駅から742m",火曜日,"月・水・木・金・土・日



11:00 - 15:00
L.O. 14:30





火



定休日",予約可,"カード不可


電子マネー不可",60席,http://www.hidatakayama-sakaguchiya.com/,,1883年,,,36.14192554,137.2594624,https://tblg.k-img.com/restaurant/images/Rvw/31360/640x640_rect_31360479.jpg,御食事処 坂口屋,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.47,280,6334
https://tabelog.com/gifu/A2104/A210401/21001172/,じゅげむ,3.34,147,2112,串焼き,岐阜県,高山市,上三之町72,高山駅,～￥999,～￥999,～￥999,,,,,串焼き、コロッケ,"JR高山本線「高山」駅(東口)から徒歩12分
高山駅から742m",,"09:00 - 17:00






■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可",（店の周辺にベンチあり）,http://j47.jp/jyugemu/,,,,,36.14270333,137.2592862,https://tblg.k-img.com/restaurant/images/Rvw/105397/640x640_rect_105397209.jpg,じゅげむ,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.34,147,2112
https://tabelog.com/gifu/A2104/A210401/21011339/,福太郎,3.21,41,614,和菓子,岐阜県,高山市,下三之町58,高山駅,～￥999,～￥999,～￥999,,,,,和菓子,"JR高山駅より徒歩15分弥生橋近く
高山駅から837m",,"09:30 - 16:30




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可",,,,2012年1月5日,,,36.14613819,137.2582024,https://tblg.k-img.com/restaurant/images/Rvw/212018/640x640_rect_217c58736486738e9bc0f83649ed7593.jpg,福太郎,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.21,41,614
https://tabelog.com/gifu/A2104/A210401/21000041/,丸明 飛騨高山店（まるあき）,3.55,533,18923,焼肉,岐阜県,高山市,天満町6-8-1,高山駅,"￥2,000～￥2,999","￥4,000～￥4,999","￥3,000～￥3,999","￥4,000～￥4,999",,"食べログ 焼肉 EAST 百名店 2024 選出店, 食べログ 焼肉 EAST 百名店 2023 選出店, 食べログ 焼肉 EAST 百名店 2022 選出店, 食べログ 焼肉 EAST 百名店 2021 選出店, 食べログ 焼肉 EAST 百名店 2020 選出店",,焼肉、しゃぶしゃぶ、牛料理,"JR高山駅徒歩５分
高山駅から307m",,"11:00 - 21:00
L.O. 20:30






■ 定休日年中無休(元日除く）",予約不可,"カード可

（VISA、Master、JCB、AMEX）



電子マネー可


QRコード決済可

（PayPay、d払い）",22席,http://www.hidagyu-maruaki.co.jp/,,,お肉や加工品など購入出来る精肉店併設,tabelog.com/grouplst/G05407/,36.14255204,137.2541864,https://tblg.k-img.com/restaurant/images/Rvw/10929/320x320_rect_10929293.jpg,丸明 飛騨高山店,"￥4,000～￥4,999",,,,,,,,,,,,,,,,,,,,,,,,,3.55,533,18923
https://tabelog.com/gifu/A2104/A210404/21020800/,白川郷 ぷりんの家,3.49,62,1011,プリン,岐阜県,大野郡白川村,荻町702,,～￥999,,～￥999,～￥999,,,,プリン、スイーツ,白川郷ICから車で8分,水曜日,"月・火・木・金・土・日



10:00 - 16:30





水



定休日",予約可,"カード不可


電子マネー不可


QRコード決済可",,https://purin-no-ie.com,"https://www.facebook.com/白川郷-ぷりんの家-House-of-PURIN-101269162307676/

https://x.com/houseofpurin

https://www.instagram.com/houseofpurin/",2021年11月19日,,,36.25610825,136.9063257,https://tblg.k-img.com/restaurant/images/Rvw/164462/640x640_rect_d5fd69f461bacb894b00f68285c0b3f0.jpg,白川郷 ぷりんの家,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.49,62,1011
https://tabelog.com/gifu/A2104/A210404/21000046/,手打ちそば処 乃むら（てうちそばどころ のむら）,3.45,162,3918,そば,岐阜県,大野郡白川村,荻町779,,"￥1,000～￥1,999",,"￥1,000～￥1,999","￥1,000～￥1,999",,,,そば、ソフトクリーム,,水曜日,"月・火・木・金・土・日



11:00 - 16:00





水



定休日






■ 営業時間そばがなくなり次第終了


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可","17席

（カウンター17席）",https://www.soba-nomura.jp/,,,,,36.25696094,136.9069445,https://tblg.k-img.com/restaurant/images/Rvw/42367/640x640_rect_42367104.jpg,手打ちそば処 乃むら,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.45,162,3918
https://tabelog.com/gifu/A2104/A210401/21009589/,味の与平（舩坂酒造店）,3.49,135,6007,ステーキ,岐阜県,高山市,上二之町7,高山駅,"￥3,000～￥3,999","￥3,000～￥3,999","￥3,000～￥3,999","￥6,000～￥7,999",,,,ステーキ、焼肉、居酒屋,"高山インターから30分高山駅から徒歩15分
高山駅から814m",,"11:00 - 14:00


17:00 - 20:00






■ 定休日不定休",予約可,"カード可

（VISA、Master、JCB、AMEX）



電子マネー不可


QRコード決済可

（PayPay、d払い）","120席

（１階約45席・２階約45席・30席）",https://funasaka-shuzo01.jimdoweb.com/,,2010年6月,レストランへの入り口は２箇所あります。①上二之町通り（車両通行可）②上三之町・古い町並み（車両通行不可）お車でお越しのお客様は①上二之町通りからお入りください。,,36.14131284,137.2603222,https://tblg.k-img.com/restaurant/images/Rvw/177312/320x320_rect_3f24a0dd35d2516900ba0c1939c00cbc.jpg,味の与平,"￥3,000～￥3,999",,,,,,,,,,,,,,,,,,,,,,,,,3.49,135,6007
https://tabelog.com/gifu/A2104/A210401/21022697/,meet tree TAKAYAMA（ミートツリー）,3.05,5,52,その他,岐阜県,高山市,上三之町109,高山駅,,,,,,,,その他,高山駅から760m,,"■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",,"カード可


電子マネー可


QRコード決済可",,,,2023年8月11日,,,36.1402784,137.259664,https://tblg.k-img.com/restaurant/images/Rvw/283791/640x640_rect_b38b4300456d79b788d1d62247f95bc9.jpg,meet tree TAKAYAMA,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.05,5,52
https://tabelog.com/gifu/A2104/A210401/21018421/,金乃こって牛,3.43,80,1704,寿司,岐阜県,高山市,上二之町76,高山駅,"￥1,000～￥1,999",,"￥1,000～￥1,999",,,,,寿司,高山駅から828m,木曜日,"月・火・水・金・土・日



10:00 - 16:00





木



定休日




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可",,,,2019年4月10日,,,36.14196504,137.2604193,https://tblg.k-img.com/restaurant/images/Rvw/165339/640x640_rect_395733d8a4cf1eccfa89a411a679cb3b.jpg,金乃こって牛,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.43,80,1704
https://tabelog.com/aichi/A2301/A230105/23000039/,すゞ家 赤門店（すずや）,3.72,1039,40375,洋食,愛知県,名古屋市中区,大須3-11-17,上前津駅,"￥1,000～￥1,999","￥2,000～￥2,999","￥1,000～￥1,999","￥2,000～￥2,999",,"食べログ 洋食 EAST 百名店 2025 選出店, 食べログ 洋食 百名店 2023 選出店, 食べログ 洋食 百名店 2022 選出店, 食べログ とんかつ 百名店 2021 選出店, 食べログ とんかつ 百名店 2019 選出店, 食べログ とんかつ 百名店 2018 選出店, 食べログ とんかつ 百名店 2017 選出店",,洋食、とんかつ、ビストロ,"地下鉄上前津⑧番出口を出てスグ(１本目)を右へ。そのまま真っ直ぐ進み、徒歩６～７分。
上前津駅から391m",木曜日,"月・火・水・金・土・日



11:00 - 15:00
L.O. 14:30


17:00 - 21:30
L.O. 20:30





木



定休日






■ 定休日2022年12月31日・2023年1月1日",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー不可


QRコード決済可

（d払い）",100席,,,1947年5月,,,35.16067134,136.9051553,https://tblg.k-img.com/restaurant/images/Rvw/54417/640x640_rect_54417158.jpg,すゞ家 赤門店,"￥2,000～￥2,999",,,,,,,,,,,,,,,,,,,,,,,,,3.72,1039,40375
https://tabelog.com/kanagawa/A1401/A140103/14092036/,BAYDECK BEER&GRILL（ベイデッキ ビア&グリル）,3.45,40,1738,ビアバー,神奈川県,横浜市西区,みなとみらい6-2-13 ミュージックテラス ホテル棟 2F,新高島駅,"￥1,000～￥1,999","￥3,000～￥3,999","￥1,000～￥1,999","￥4,000～￥4,999",,,,ビアバー、ビュッフェ,"横浜駅より徒歩10分新高島駅より徒歩5分両駅からアンパンマンミュージアムを過ぎ、左に曲がると正面にヒルトン横浜がございます。階段を登っていただき、2階にございます。
新高島駅から345m",,"月・火・水・木・金



11:00 - 15:00
L.O. 14:30


17:00 - 23:00
L.O. 22:00





土・日・祝日



11:00 - 23:00
L.O. 22:00






■ 営業時間[土・日・祝・Kアリーナ横浜公演日]OPEN 11:00～23:00(L.O. 22:00)(※サラダビュッフェは行っておりません)TAKEOUTブース(Kアリーナ横浜公演日のみ営業)11:00～開演時間まで■ 定休日無し※変更の可能性あり。店舗にお問い合わせください",予約可,"カード可


電子マネー可


QRコード決済可",130席,https://baydeck-yokohama.com/,https://www.instagram.com/baydeck_yokohama/,2023年9月20日,・電子マネー可・ペットはテラス席のみ可,,35.46427424,139.6293763,https://tblg.k-img.com/restaurant/images/Rvw/273873/640x640_rect_f7729cee6fc3cc7d9aff73fb85d3b995.jpg,BAYDECK BEER&GRILL,"￥3,000～￥3,999",,,,,,,,,,,,,,,,,,,,,,,,,3.45,40,1738
https://tabelog.com/kanagawa/A1401/A140103/14092272/,パレード（Parade）,3.47,153,2683,ビュッフェ,神奈川県,横浜市西区,みなとみらい6-2-13 ヒルトン横浜,新高島駅,"￥5,000～￥5,999","￥8,000～￥9,999","￥6,000～￥7,999","￥6,000～￥7,999",,,,ビュッフェ,"JR・東横線・みなとみらい線・京浜急行線・相鉄線・横浜市営地下鉄線「横浜駅」東口から徒歩約11分横浜市営バス(BAY SIDE BLUE)「横浜駅前」(東口バスターミナル4番乗り場)から乗車「高島中央公園」下車徒歩約３分みなとみらい線「新高島駅」4番出口から徒歩約5分
新高島駅から361m",,"月・火・水・木・金・土



07:00 - 21:30





日



07:00 - 10:00






■ 営業時間[朝食ビュッフェ]　　 　7:00～10:00(L.O.9:30)※予約不可[ランチビュッフェ]　 　11:30～14:00(L.O.13:30)[デザートビュッフェ]　 15:00～17:00(L.O.16:30)[ディナービュッフェ]　 18:00～21:30(L.O.21:00) 


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可


QRコード決済可",180席,https://hiltonhotels.jp/hotel/kanto/hilton-yokohama/dining/2a389ba53f4d1ba71a82d2f65fc5fb0d,,2023年9月4日,,,35.46428828,139.6296044,https://tblg.k-img.com/restaurant/images/Rvw/230262/640x640_rect_11391fbc15717cf343012f755f12e3e2.jpg,パレード,"￥8,000～￥9,999",,,,,,,,,,,,,,,,,,,,,,,,,3.47,153,2683
https://tabelog.com/hyogo/A2801/A280101/28004087/,コム・シノワ,3.76,1532,59231,パン,兵庫県,神戸市中央区,御幸通7-1-16 三宮ビル南館 B1F,三宮・花時計前駅,～￥999,～￥999,"￥1,000～￥1,999","￥1,000～￥1,999",,"食べログ パン WEST 百名店 2022 選出店, 食べログ パン WEST 百名店 2020 選出店, 食べログ パン 百名店 2019 選出店, 食べログ パン 百名店 2018 選出店, 食べログ パン 百名店 2017 選出店",,パン、カフェ、サンドイッチ,"・JR東海道本線「三ノ宮」駅から徒歩５分・地下鉄海岸線「三宮・花時計前」駅(３番出口)から徒歩１分（※３番出口から地上に上がる階段の途中に店があります）
三宮・花時計前駅から134m",月曜日、水曜日,"火・木・金・土・日



08:00 - 17:00





月・水



定休日






■ 営業時間【販売】8:00～18:00【カフェイートイン】ランチは11:45～14:30


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード可

（VISA、Master、JCB、AMEX）



電子マネー不可


QRコード決済可

（PayPay）","28席

（室内　カウンター６席、テーブル22席）",http://www.comme-chinois.com/,https://www.instagram.com/comme_chinois/,1983年,オープンテラスは、店入口付近の椅子＆テーブル。テラスではパンのみイートイン可。（レジでテラス利用をお申し出ください）※店内カフェ利用はドリンクの注文が必須。イートインのパンは、トースターで温め可能。,,34.69246853,135.1966343,https://tblg.k-img.com/restaurant/images/Rvw/232828/640x640_rect_d83841c1c35527df66305fb666b6e784.jpg,コム・シノワ,～￥999,,,,,,,,,,,,,,,,,,,,,,,,,3.76,1532,59231
https://tabelog.com/hyogo/A2801/A280101/28028299/,炭焼肉　石田屋。 Hanare,3.68,209,19639,焼肉,兵庫県,神戸市中央区,北長狭通1-21-2 TAKAIビル 7F,三宮駅（神戸市営）,,"￥6,000～￥7,999",,"￥10,000～￥14,999",,"食べログ 焼肉 WEST 百名店 2025 選出店, 食べログ 焼肉 WEST 百名店 2024 選出店, 食べログ 焼肉 WEST 百名店 2023 選出店, 食べログ 焼肉 WEST 百名店 2022 選出店, 食べログ 焼肉 WEST 百名店 2020 選出店",,焼肉,"ＪＲ 三ノ宮駅 西口 徒歩2分阪急神戸線 神戸三宮駅 東口 徒歩2分阪神本線 三宮駅 徒歩5分ポートアイランド線 三宮駅 徒歩5分
三宮駅（神戸市営）から18m",水曜日,"月・火・木・金



17:00 - 22:30
L.O. 22:00





土・日・祝日



16:00 - 22:30
L.O. 22:00





水



定休日",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可


QRコード決済可","50席

（全席テーブル）",http://kobe-ishidaya.com/,https://www.instagram.com/kobesteak_ishida,2011年1月11日,,,34.69416854,135.1925155,https://tblg.k-img.com/restaurant/images/Rvw/26391/640x640_rect_26391888.jpg,炭焼肉　石田屋。 Hanare,"￥6,000～￥7,999",,,,,,,,,,,,,,,,,,,,,,,,,3.68,209,19639
https://tabelog.com/hyogo/A2801/A280102/28038627/,パンやきどころ RIKI（リキ）,3.74,964,42258,パン,兵庫県,神戸市中央区,栄町通2-7-4 佐野達ビル 1F,元町駅（阪神）,～￥999,,"￥1,000～￥1,999","￥1,000～￥1,999",,"食べログ パン WEST 百名店 2022 選出店, 食べログ パン WEST 百名店 2020 選出店, 食べログ パン 百名店 2019 選出店, 食べログ パン 百名店 2018 選出店, 食べログ パン 百名店 2017 選出店",,パン,"阪神元町駅JR元町駅神戸市営地下鉄みなと元町駅、旧居留地・大丸前駅
元町駅（阪神）から230m",火曜日、水曜日,"月・木・金・土・日



08:00 - 18:00





火・水



定休日






■ 営業時間売り切れ次第終了


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済不可",（テイクアウトのみ）,,"https://www.facebook.com/パンやきどころ-RIKI-555257417872231/

https://www.instagram.com/panyakidokoro_riki/",2013年7月25日,,,34.68736189,135.186868,https://tblg.k-img.com/restaurant/images/Rvw/324613/640x640_rect_13a663632ff8d19e548c949420a2500a.jpg,パンやきどころ RIKI,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.74,964,42258
https://tabelog.com/kagawa/A3701/A370101/37000546/,骨付鳥 一鶴 高松店,3.69,1326,42467,鳥料理,香川県,高松市,鍛冶屋町4-11,瓦町駅,,,"￥1,000～￥1,999","￥2,000～￥2,999",,食べログ 鳥料理 百名店 2025 選出店,,鳥料理、居酒屋、郷土料理,"JR高松駅から車で5分琴電瓦町駅から徒歩10分
瓦町駅から580m",火曜日,"月・水・木・金



17:00 - 23:00
L.O. 22:30





土・日・祝日



11:00 - 23:00
L.O. 22:30





火



定休日




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約可,"カード可

（VISA、Master、JCB、AMEX、Diners）



電子マネー可
（交通系電子マネー（Suicaなど）、楽天Edy、iD、QUICPay）


QRコード決済可",96席,http://www.ikkaku.co.jp/,,,,tabelog.com/grouplst/G03307/,34.34307599,134.0486302,https://tblg.k-img.com/restaurant/images/Rvw/114683/640x640_rect_114683061.jpg,骨付鳥 一鶴 高松店,"￥2,000～￥2,999",,,,,,,,,,,,,,,,,,,,,,,,,3.69,1326,42467
https://tabelog.com/kagawa/A3701/A370101/37002284/,めりけんや 高松駅前店,3.48,1054,15550,うどん,香川県,高松市,西の丸町6-20,高松駅,～￥999,,～￥999,～￥999,,,,うどん,"ＪＲ高松駅から徒歩で約１分
高松駅から154m",,"07:00 - 20:00




営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード不可


電子マネー不可


QRコード決済可

（PayPay）","55席

（カウンター（対面式含む）45席、テーブル12席）",http://www.merikenya.com/,,,,tabelog.com/grouplst/G04547/,34.3497708,134.0472875,https://tblg.k-img.com/restaurant/images/Rvw/341404/640x640_rect_fe441dc737973d819cb8bbcdb17f5e9f.jpg,めりけんや 高松駅前店,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.48,1054,15550
https://tabelog.com/kagawa/A3701/A370103/37012514/,ヒフミヨ珈琲舎,3.08,6,137,カフェ,香川県,-,香川郡直島町本村729-2,,,,～￥999,,,,,カフェ,,月曜日,"火・水・木・金・土・日



08:30 - 12:00


13:00 - 16:30





月



定休日






■ 定休日不定休


営業時間・定休日は変更となる場合がございますので、ご来店前に店舗にご確認ください。",予約不可,"カード可


電子マネー可


QRコード決済可",,,"https://www.facebook.com/people/Hifumiyo-coffee-ヒフミヨ珈琲舎/100027428510262/

https://x.com/hifumiyocoffee

https://www.instagram.com/hifumiyo_coffee_naoshima",2019年10月18日,,,34.4588474,133.9967561,https://tblg.k-img.com/restaurant/images/Rvw/316656/640x640_rect_1c96b775af0ad72a86c61ace7d7c2ff4.jpg,ヒフミヨ珈琲舎,&nbsp;,,,,,,,,,,,,,,,,,,,,,,,,,3.08,6,137
